{'artist': 'Faster Pussycat', 'song': 'Arizona Indian Doll', 'genre': 'Metal', 'alternative_artist': 'The Pussycat Dolls', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Captive Honour', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Crown of Worms', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Kick the Chair', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Reckoning Day', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Take No Prisoners', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The Scorpion', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Cold Sweat', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Beginning of Sorrow', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Blackmail the Universe', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Die Dead Enough', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Built for War', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': '502', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Dance In the Rain', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Lucretia', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The Blackest Crow', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Tears in a Vial', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': '99 Ways to Die', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Forget to Remember', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Poison Was the Cure', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Rust In Peace...Polaris', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Shadow of Deth', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Family Tree', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Dawn Patrol', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'My Creation', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Almost Honest', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Five Magics', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Black Curtains', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': "Something That I'm Not", 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Elysian Fields', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'I Know Jack', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Killing Is My Business... And Business Is Good!', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'My Kingdom', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Absolution (Demo Version)', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Youthanasia', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Blood of Heroes', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Truth Be Told', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The Killing Road', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Victory', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'I Thought I Knew It All', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Moto Psycho', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': '1000 Times Goodbye', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Return to Hangar', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Disconnect', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'No More Mr. Nice Guy', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'A Secret Place', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Burning Bridges', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Promises', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Set Me Free (À Tout le Monde)', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The World Needs a Hero', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The Conjuring', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': "Crush 'Em", 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Mechanix', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Recipe for Hate... Warhorse', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Bullprick (Alternate Version of "FFF")', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'The Disintegrators', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': "Devil's Island", 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': "I'll Get Even", 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Bad Omen', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Go to Hell', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'My Last Words', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Good Mourning / Black Friday', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Last Rites / Loved to Deth', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Use the Man', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Losing My Senses', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'When', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': "I Ain't Superstitious", 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Have Cool, Will Travel', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Mastermind', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Looking Down the Cross', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Last Rites/Loved to Deth (Live)', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'FFF', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Megadeth', 'song': 'Diadems', 'genre': 'Metal', 'alternative_artist': 'Megadeth', 'add_to_final_records': True}
{'artist': 'Avatar', 'song': 'Torn Apart (Live at Sticky Fingers)', 'genre': 'Metal', 'alternative_artist': 'Sticky Fingaz', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Big Truck', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Loco', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Pig', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Sway', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Fiend', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Shock the Monkey', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'I', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Bradley', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Something Told Me', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Oddity', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'My Frustration', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Amir of the Desert', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'First', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Clock', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Unspoiled', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Maricon Puto', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Dreamtime', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Suffer In Silence', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'El Cu Cuy', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': "Tyler's Song", 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Dark Days', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'The Bridges You Burn', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Not Living', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'My Mercy', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Bad Blood Between Us', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Rivals', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Over My Head', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Light In the Shadows', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Dumpster Dive', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'I.O.U. Nothing', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Fade Away (Karma Never Forgets)', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Tragedy', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Orion', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Another Nail the Coffin', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Beckoned', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Wait', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Notion', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Shari Vegas', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Feed My Dreams', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Entwined', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Burgundy', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Untrue', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Anything but You', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': "What's in Your Mind", 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Empty Handed', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Mist', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'No Home', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Headstones and the Walking Dead', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Blisters', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Anxiety', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Babbit (Demo)', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Apparition', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'One Step', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Alienate Me', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Save Yourself', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Wishes', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Empty Jar', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Drove', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Rowboat', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Glow', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Watershed', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Coal Chamber', 'song': 'Friend', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Putrid Mantra', 'song': 'The Coal Chamber', 'genre': 'Metal', 'alternative_artist': 'Coal Chamber', 'add_to_final_records': True}
{'artist': 'Aborted', 'song': 'Sade & Libertine Lunacy', 'genre': 'Metal', 'alternative_artist': 'The Libertines', 'add_to_final_records': True}
{'artist': 'Wings Denied', 'song': 'Matches in the Wind', 'genre': 'Metal', 'alternative_artist': 'Striking Matches', 'add_to_final_records': True}
{'artist': 'Détente', 'song': 'Russian Roulette', 'genre': 'Metal', 'alternative_artist': 'Striking Matches', 'add_to_final_records': True}
{'artist': 'The Stepford Wolves', 'song': 'Striking a Shouting Match', 'genre': 'Metal', 'alternative_artist': 'Striking Matches', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Love Hate Relationship', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Bring It', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Living In the Eye of the Storm', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Too Close', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Experience', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Get Out of Your Own Way', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Going Under', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Livewire', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': "You're No Angel", 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'Strength In Numbers', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Trapt', 'song': 'When It Rains', 'genre': 'Metal', 'alternative_artist': 'Trapt', 'add_to_final_records': True}
{'artist': 'Rehab', 'song': "Sittin'\x92 At a Bar", 'genre': 'Metal', 'alternative_artist': 'Rehab', 'add_to_final_records': True}
{'artist': 'S.O.D.', 'song': 'Milano Mosh', 'genre': 'Metal', 'alternative_artist': 'Milano', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Are You Metal?', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'A Little Time', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Who Is Mr. Madman?', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Where the Sinners Go', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'If a Mountain Could Talk', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'World of Fantasy', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Raise the Noise', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Far In the Future', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'My God-Given Right', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Long Live the King', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'The Sage, the Fool, the Sinner', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'You Stupid Mankind', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'My Sacrifice', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'The Smile of the Sun', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Nabataea', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Lost In America', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Not Yet Today', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': "Battle's Won", 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Another Shot of Life (Bonus Track)', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Far From the Stars', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': "If God Loves Rock 'n' Roll", 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Heroes', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Wanna Be God', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'The Swing of a Fallen World', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Russian Roulé', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Straight Out of Hell', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Hold Me In Your Arms', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'World of War', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'I Wish I Were There', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Make Fire Catch the Fly', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Wicked Game', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Stay Crazy', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Like Everybody Else', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Asshole', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Living On the Edge', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Free World', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Creatures In Heaven', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Church Breaks Down', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Claws', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Live Now!', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Burning Sun', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'You, Still of War', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Waiting For the Thunder', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Years', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Pumpkins United', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'MRS. God', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'The Invisible Man', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Pleasure Drone', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
{'artist': 'Helloween', 'song': 'Come Alive', 'genre': 'Metal', 'alternative_artist': 'Helloween', 'add_to_final_records': True}
