{'artist': 'Dick Dale', 'song': "It's Beginning to Look a Lot Like Christmas", 'genre': 'Holiday', 'alternative_artist': 'Dick Dale', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'O Little Town of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The Coventry Carol (Choral)/The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Go Tell It On the Mountain', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'O Come All Ye Faithful', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Let It Snow, Let It Snow, Let It Snow', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Jingle Bell Rock', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': "Rockin' Around the Christmas Tree", 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Blue Christmas', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Christmas Wishes', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'We Three Kings', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The Coventry Carol (Brass Quintet)/Christmas In Killarney Medley', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Joy To the World', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': "It's Beginning To Look a Lot Like Christmas", 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': "Mary's Little Boy Child/Oh My Lord", 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Rudolph the Red Nosed Raindeer/Frosty the Snowman Medley', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Do You Hear What I Hear?', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'This Season Will Never Grow Old', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Sweet Little Jesus Boy (1994 Digital Remaster)', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The Santa Medley', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'The Coventry Carol/White Christmas Medley', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'Anne Murray', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Anne Murray', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'We Three Kings', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Joy To the World', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Carol of the Bells', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'The Coventry Carol', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'We Wish You the Merriest', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': "It Wouldn't Be Christmas (Without You)", 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'O Tannenbaum', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'The Homecoming', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'O Come All Ye Faithful', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Bring a Torch Jeanette, Isabella', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Angels We Have Heard On High', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Carol of the Birds', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'My Christmas Love', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Good King Wenceslas', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'John Tesh', 'song': 'Little Drummer Boy, The', 'genre': 'Holiday', 'alternative_artist': 'John Tesh', 'add_to_final_records': True}
{'artist': 'Fiona Apple', 'song': 'Frosty the Snowman', 'genre': 'Holiday', 'alternative_artist': 'Fiona Apple', 'add_to_final_records': True}
{'artist': 'Run-DMC', 'song': 'Christmas In Hollis', 'genre': 'Holiday', 'alternative_artist': 'Run C & W', 'add_to_final_records': True}
{'artist': 'Run-DMC', 'song': 'Christmas in Hollis', 'genre': 'Holiday', 'alternative_artist': 'Run C & W', 'add_to_final_records': True}
{'artist': 'Run-DMC', 'song': 'Christmas In Hollis', 'genre': 'Holiday', 'alternative_artist': 'Run-D', 'add_to_final_records': True}
{'artist': 'Run-DMC', 'song': 'Christmas in Hollis', 'genre': 'Holiday', 'alternative_artist': 'Run-D', 'add_to_final_records': True}
{'artist': 'Lloyd', 'song': "She's All I Want for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Lloyd', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Jingle Bell Rock', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'God Rest Ye Merry Gentlemen', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Mary, Did You Know?', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': "I'll Be Home For Christmas", 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'A Strange Way To Save the World', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Someday At Christmas', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Deck the Halls', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Go Tell It On the Mountain', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Joy To the World', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Rascal Flatts', 'song': 'Let It Snow', 'genre': 'Holiday', 'alternative_artist': 'Rascal Flatts', 'add_to_final_records': True}
{'artist': 'Benny Mardones', 'song': 'Christmastime in Syracuse', 'genre': 'Holiday', 'alternative_artist': 'Benny Mardones', 'add_to_final_records': True}
{'artist': 'Laura Bell Bundy, Gavin Creel & Eden Espinosa', 'song': 'Christmas Broadway Bus Stop', 'genre': 'Holiday', 'alternative_artist': 'Laura Bell Bundy', 'add_to_final_records': True}
{'artist': 'John Driskell Hopkins & Atlanta Pops Orchestra', 'song': "Baby, It's Cold Outside (feat. Laura Bell Bundy)", 'genre': 'Holiday', 'alternative_artist': 'Laura Bell Bundy', 'add_to_final_records': True}
{'artist': 'Edens Edge', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Edens Edge', 'add_to_final_records': True}
{'artist': 'DNCE', 'song': 'Santa Claus Is Coming to Town (feat. Charlie Puth, Hailee Steinfeld, Daya, Fifth Harmony, Rita Ora, Tinashé, Sabrina Carpenter & Jake Miller)', 'genre': 'Holiday', 'alternative_artist': 'Hailee Steinfeld', 'add_to_final_records': True}
{'artist': 'Trace Adkins', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Trace Adkins', 'add_to_final_records': True}
{'artist': 'Lady Gaga', 'song': 'Christmas Tree (feat. Space Cowboy)', 'genre': 'Holiday', 'alternative_artist': 'Lady Gaga', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Hallelujah', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle & Amber Stassi', 'song': 'Do You Hear What I Hear?', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Make Me a Channel of Your Peace', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Auld Lang Syne', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Perfect Day', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'O Come All Ye Faithful', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Miracle Hymn', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': "Don't Dream It's Over", 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'The Christmas Waltz', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': "The Lord's Prayer", 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'When a Child Is Born (with Johnny Mathis)', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'O Come, All Ye Faithful (with Elvis Presley)', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'In the Bleak Midwinter', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Little Drummer Boy (feat. The Overtones)', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'I Believe in Father Christmas', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Susan Boyle', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'Johnny Mathis', 'song': 'Do You Hear What I Hear (with Susan Boyle)', 'genre': 'Holiday', 'alternative_artist': 'Susan Boyle', 'add_to_final_records': True}
{'artist': 'John Corbett', 'song': "Ain't No Trouble to Me", 'genre': 'Holiday', 'alternative_artist': 'John Corbett', 'add_to_final_records': True}
{'artist': 'Little Texas', 'song': 'Here Comes Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Little Texas', 'add_to_final_records': True}
{'artist': 'Tex Beneke & His Orchestra', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Little Texas', 'add_to_final_records': True}
{'artist': 'Sara Evans & Brad Paisley', 'song': 'New Again', 'genre': 'Holiday', 'alternative_artist': 'Brad Paisley', 'add_to_final_records': True}
{'artist': 'Brad Paisley', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Brad Paisley', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Infant Holy, Infant Lowly', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'A Tiny Little Baby', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'An Old-Fashioned Christmas', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': "I'll Be Home For Christmas", 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': "Christmas Time's a Comin'", 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Beautiful Star of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Silent Night/ Joy To the World', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'New Star Shining', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Once Upon a Starry Night', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Silver Bells/ White Christmas', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'The Chuck Wagon Gang', 'song': 'Hark the Herald Angels Sing/ Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'The Chuck Wagon Gang', 'add_to_final_records': True}
{'artist': 'Lori Mechem & Jack Jezzro', 'song': 'White Christmas (feat. Jack Jezzro)', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jones', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jezzro', 'song': 'White Christmas (feat. Lori Mechem)', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jones', 'song': 'Do You Hear What I Hear?', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jones', 'song': 'Lullaby For Christmas Eve', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jones', 'song': 'My Favorite Things', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Jack Jones', 'song': 'Medley: Angels We Have Heard On High / Silent Night / Adeste Fideles', 'genre': 'Holiday', 'alternative_artist': 'Jack White', 'add_to_final_records': True}
{'artist': 'Steel Magnolia', 'song': "It's Christmas Time", 'genre': 'Holiday', 'alternative_artist': 'Steel Magnolia', 'add_to_final_records': True}
{'artist': 'A Great Big World', 'song': 'I Want a Hippopotamus for Christmas', 'genre': 'Holiday', 'alternative_artist': 'A Great Big World', 'add_to_final_records': True}
{'artist': 'A Great Big World', 'song': 'Wrap Me Up Under the Christmas Tree', 'genre': 'Holiday', 'alternative_artist': 'A Great Big World', 'add_to_final_records': True}
{'artist': "Rosie O'Donnell & Lauryn Hill", 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Lauryn Hill', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': "There's a Way in the Manger", 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Shenandoah', 'song': 'The Christmas Song (Chestnuts Roasting on an Open Fire)', 'genre': 'Holiday', 'alternative_artist': 'Shenandoah', 'add_to_final_records': True}
{'artist': 'Alabama', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Alabama', 'add_to_final_records': True}
{'artist': 'Alabama', 'song': 'Happy Birthday Jesus', 'genre': 'Holiday', 'alternative_artist': 'Alabama', 'add_to_final_records': True}
{'artist': 'Alabama', 'song': 'The Blessings', 'genre': 'Holiday', 'alternative_artist': 'Alabama', 'add_to_final_records': True}
{'artist': 'Alabama', 'song': 'Christmas In Your Arms', 'genre': 'Holiday', 'alternative_artist': 'Alabama', 'add_to_final_records': True}
{'artist': 'Craig Campbell', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Craig Campbell', 'add_to_final_records': True}
{'artist': 'Cheap Trick', 'song': 'I Want You for Christmas', 'genre': 'Holiday', 'alternative_artist': 'Cheap Trick', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'You Just Gotta Love Christmas', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'God Rest Ye Merry Gentlemen', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Something That Santa Claus Left Behind', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Blue Christmas', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Alone for the Holidays', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Deck the Halls', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Let It Snow', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Peter Cetera', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Peter Cetera', 'add_to_final_records': True}
{'artist': 'Wham!', 'song': 'Last Christmas', 'genre': 'Holiday', 'alternative_artist': 'Wham!', 'add_to_final_records': True}
{'artist': 'Kierra Sheard & Chrisette Michele', 'song': 'Angels We Have Heard On High', 'genre': 'Holiday', 'alternative_artist': 'Chrisette Michele', 'add_to_final_records': True}
{'artist': 'Chrisette Michele & Kierra Sheard', 'song': 'Angels We Have Heard on High', 'genre': 'Holiday', 'alternative_artist': 'Chrisette Michele', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Beautiful Star of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Silver Bells', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'What Child Is This', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': "Santa Claus Is Comin' to Town", 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'The Judds', 'song': 'Who Is This Babe', 'genre': 'Holiday', 'alternative_artist': 'The Judds', 'add_to_final_records': True}
{'artist': 'Kelly Clarkson', 'song': '4 Carats', 'genre': 'Holiday', 'alternative_artist': 'Kelly Clarkson', 'add_to_final_records': True}
{'artist': 'Kelly Clarkson', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Kelly Clarkson', 'add_to_final_records': True}
{'artist': 'Kelly Clarkson', 'song': 'Underneath The Tree', 'genre': 'Holiday', 'alternative_artist': 'Kelly Clarkson', 'add_to_final_records': True}
{'artist': 'Kelly Clarkson', 'song': 'Christmas Eve', 'genre': 'Holiday', 'alternative_artist': 'Kelly Clarkson', 'add_to_final_records': True}
{'artist': 'Shinedown', 'song': 'Happy X-Mas (War Is Over)', 'genre': 'Holiday', 'alternative_artist': 'Shinedown', 'add_to_final_records': True}
{'artist': 'Lucas Hoge', 'song': 'Hey Christmas', 'genre': 'Holiday', 'alternative_artist': 'Lucas Hoge', 'add_to_final_records': True}
{'artist': 'Brian Collins', 'song': "It's Christmas Time Again", 'genre': 'Holiday', 'alternative_artist': 'Brian Collins', 'add_to_final_records': True}
{'artist': 'Charice', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Charice', 'add_to_final_records': True}
{'artist': 'David Archuleta & Charice Pempengco', 'song': 'Have Yourself a Merry Little Christmas (feat. Charice Pempengco)', 'genre': 'Holiday', 'alternative_artist': 'Charice', 'add_to_final_records': True}
{'artist': 'Jimmy Wayne', 'song': 'Paper Angels 2008', 'genre': 'Holiday', 'alternative_artist': 'Jimmy Wayne', 'add_to_final_records': True}
{'artist': 'Victoria Shaw', 'song': "Virgin's Lullaby (feat. Ty Herndon, Jimmy Wayne, Chad Carlson & Billy Dean)", 'genre': 'Holiday', 'alternative_artist': 'Jimmy Wayne', 'add_to_final_records': True}
{'artist': 'In The Heat Of The Night Cast', 'song': "Christmas Time's a Comin' (feat. Doug Dillard, Josh Graves, Jim & Jesse MC Reynolds, The Lewis Family, Wayne Lewis, Jimmy Martin, Ralph Stanley, Buddy Spicher, Chubby Wise, Mac Wiseman & Randall Franks)", 'genre': 'Holiday', 'alternative_artist': 'Jimmy Wayne', 'add_to_final_records': True}
